"","mgi_symbol","start_position","end_position","length"
"3156","Marveld1",42147400,42151703,4.303
"3157","Matn4",164389393,164405160,15.767
"3158","Mbd1",74267605,74282732,15.127
"3159","Mbd2",70568189,70626131,57.942
"3160","Mdk",91929805,91932297,2.492
"3161","Meis2",115863064,116065839,202.775
"3162","Men1",6334979,6340891,5.912
"3163","Mertk",128698956,128802894,103.938
"3164","Mettl5",69871198,69885615,14.417
"3165","Mettl8",70964561,71055583,91.022
"3166","Mgea5",45750261,45783520,33.259
"3167","Minpp1",32485769,32515370,29.601
"3168","Mmp24",155775342,155818366,43.024
"3169","Mms19",41941086,41981157,40.071
"3170","Mpp7",7347959,7626866,278.907
"3171","Mrpl11",4962306,4966995,4.689
"3172","Mrpl16",11770415,11774944,4.529
"3173","Mrpl21",3282901,3292837,9.936
"3174","Mrpl43",45005014,45006442,1.428
"3175","Mrpl49",6053630,6057751,4.121
"3176","Mrps2",28468066,28471178,3.112
"3177","Ms4a2",11615523,11623719,8.196
"3178","Ms4a4d",11536801,11558467,21.666
"3179","Ms4a6b",11516512,11531256,14.744
"3180","Mta2",8941875,8952303,10.428
"3181","Mxi1",53310506,53375810,65.304
"3182","Myef2",125084628,125123661,39.033
"3183","Naa40",7225668,7241222,15.554
"3184","Nars",64499665,64516557,16.892
"3185","Ndufa2",36742332,36744557,2.225
"3186","Ndufb8",44548572,44555440,6.868
"3187","Ndufv1",4007497,4012806,5.309
"3188","Nfatc2",168476410,168601657,125.247
"3189","Nfe2l2",75675513,75704641,29.128
"3190","Nfkb2",46304737,46312090,7.353
"3191","Nfs1",156123639,156144186,20.547
"3192","Nolc1",46075863,46085530,9.667
"3193","Npm3",45747734,45749591,1.857
"3194","Nr3c1",39410545,39491301,80.756
"3195","Nr6a1",38723370,38927688,204.318
"3196","Nxf1",8757073,8772475,15.402
"3197","Ogfr",180589245,180595836,6.591
"3198","Ola1",73092801,73218924,126.123
"3199","Olfm1",28192992,28230736,37.744
"3200","Osbp",11965844,11994105,28.261
"3201","Osbpl1a",12755314,12941841,186.527
"3202","Ostf1",18579328,18631789,52.461
"3203","Otub1",7198202,7206316,8.114
"3204","Pabpc2",39773497,39776082,2.585
"3205","Pacs1",5133688,5273119,139.431
"3206","Papss2",32620005,32667187,47.182
"3207","Pax8",24420560,24475599,55.039
"3208","Pcdha11",37005203,37187657,182.454
"3209","Pcdha11",37010712,37187657,176.945
"3210","Pcdha12",37020149,37187657,167.508
"3211","Pcdha2",36939205,37187657,248.452
"3212","Pcdha5",36960440,37187657,227.217
"3213","Pcdha6",36967631,37187657,220.026
"3214","Pcdha8",36992371,37187657,195.286
"3215","Pcdha9",36997880,37187657,189.777
"3216","Pcdhac2",37143503,37187657,44.154
"3217","Pcdhga10",37746993,37841873,94.88
"3218","Pcdhga11",37755731,37841873,86.142
"3219","Pcdhga2",37668953,37841870,172.917
"3220","Pcdhga3",37674307,37841873,167.566
"3221","Pcdhga4",37685210,37841873,156.663
"3222","Pcdhga9",37736936,37841870,104.934
"3223","Pcdhgb1",37680233,37841870,161.637
"3224","Pcdhgb2",37689828,37841873,152.045
"3225","Pcdhgb7",37751600,37841873,90.273
"3226","Pcdhgb8",37761801,37841870,80.069
"3227","Pcdhgc3",37806364,37841873,35.509
"3228","Pcgf5",36348309,36460970,112.661
"3229","Pcsk5",17432832,17837632,404.8
"3230","Pcx",4510472,4621752,111.28
"3231","Pdcd4",53892231,53929861,37.63
"3232","Pdgfrb",61045150,61085061,39.911
"3233","Pdlim1",40221173,40271842,50.669
"3234","Pdrg1",153008890,153015427,6.537
"3235","Pgam1",41911871,41918664,6.793
"3236","Pi4k2a",42090435,42122218,31.783
"3237","Pik3c3",30272747,30348126,75.379
"3238","Pip4k2a",18842255,18998126,155.871
"3239","Pip5k1b",24294794,24555872,261.078
"3240","Pitpnm1",4099998,4113965,13.967
"3241","Plcb1",134786067,135475258,689.191
"3242","Plcb3",6953714,6969759,16.045
"3243","Pola2",5940543,5964206,23.663
"3244","Pold4",4231899,4233631,1.732
"3245","Pold4",4231898,4233630,1.732
"3246","Polr2g",8793129,8798557,5.428
"3247","Ppdpf",181187247,181188771,1.524
"3248","Ppp1r14b",6975048,6977324,2.276
"3249","Ppp1r3c",36731737,36736653,4.916
"3250","Ppp2r2b",42637432,43059471,422.039
"3251","Ppp6r3",3454928,3575749,120.821
"3252","Pprc1",46044886,46072915,28.029
"3253","Prdx3",60864051,60874556,10.505
"3254","Prdx5",6906697,6910106,3.409
"3255","Prpf19",10895231,10909559,14.328
"3256","Prrc1",57354733,57392719,37.986
"3257","Psat1",15904678,15947337,42.659
"3258","Psd",46312087,46327156,15.069
"3259","Psma7",180036374,180042433,6.059
"3260","Pstpip2",77794545,77882007,87.462
"3261","Pten",32757497,32826160,68.663
"3262","Ptpn2",67665511,67724595,59.084
"3263","Ptprcap",4154606,4156751,2.145
"3264","Ptprcap",4154605,4156750,2.145
"3265","Pygb",150786735,150831758,45.023
"3266","Pygm",6384399,6398459,14.06
"3267","Rab3il1",10001669,10038380,36.711
"3268","Rabepk",34777556,34799912,22.356
"3269","Ralgds",28513125,28553081,39.956
"3270","Raly",154791096,154867261,76.165
"3271","Rapsn",91035620,91045729,10.109
"3272","Rapsn",91035621,91045730,10.109
"3273","Rasgrp2",6399340,6415216,15.876
"3274","Rbbp9",144542265,144550869,8.604
"3275","Rbm14",4800569,4811634,11.065
"3276","Rbm17",11585437,11604153,18.716
"3277","Rbm18",36116079,36136773,20.694
"3278","Rbm4",4784293,4793901,9.608
"3279","Rbm4b",4756543,4767065,10.522
"3280","Rce1",4622591,4625641,3.05
"3281","Rcl1",29101375,29143843,42.468
"3282","Reep5",34344889,34373415,28.526
"3283","Rela",5637483,5648130,10.647
"3284","Rfk",17394043,17401349,7.306
"3285","Rgs19",181688419,181693977,5.558
"3286","Rhod",4425459,4439432,13.973
"3287","Rin2",145675215,145887616,212.401
"3288","Rln1",29331170,29334670,3.5
"3289","Rnaseh2c",5601873,5603439,1.566
"3290","Rnf114",167492645,167516173,23.528
"3291","Rnf138",21001341,21028224,26.883
"3292","Rom1",8927382,8929356,1.974
"3293","Romo1",156144039,156145797,1.758
"3294","Rpl12",32961559,32965345,3.786
"3295","Rpp30",36083716,36104772,21.056
"3296","Rprm",54084093,54085552,1.459
"3297","Rps14",60774510,60778546,4.036
"3298","Rps6ka4",6829085,6840601,11.516
"3299","Rps6kb2",4156713,4163354,6.641
"3300","Rps6kb2",4156712,4163353,6.641
"3301","Rrbp1",143947395,144011263,63.868
"3302","Rrp12",41862852,41896153,33.301
"3303","Rtn3",7425901,7483289,57.388
"3304","Ryr3",112631355,113217096,585.741
"3305","Sac3d1",6116004,6118586,2.582
"3306","Samhd1",157097533,157135265,37.732
"3307","Sardh",27188393,27248337,59.944
"3308","Sart1",5377523,5388703,11.18
"3309","Scand1",156311847,156312704,0.857
"3310","Scd1",44394451,44407709,13.258
"3311","Scd2",44293676,44306864,13.188
"3312","Sdc4",164424247,164443887,19.64
"3313","Sdhaf2",10500513,10525209,24.696
"3314","Sec11c",65800549,65817665,17.116
"3315","Sec16a",26409431,26445216,35.785
"3316","Seh1l",67774876,67795461,20.585
"3317","Sema6a",47235598,47368870,133.272
"3318","Sephs1",4881564,4910557,28.993
"3319","Sf1",6363690,6378030,14.34
"3320","Sf3b2",5273923,5295455,21.532
"3321","Sfmbt2",10370510,10595253,224.743
"3322","Sfxn2",46573365,46596898,23.533
"3323","Sh3pxd2a",47260174,47464411,204.237
"3324","Shoc2",53944306,54033268,88.962
"3325","Sipa1",5651185,5663707,12.522
"3326","Slc12a5",164960802,164999731,38.929
"3327","Slc1a1",28835049,28913960,78.911
"3328","Slc1a2",102658659,102790784,132.125
"3329","Slc23a1",35614604,35627227,12.623
"3330","Slc25a28",43663822,43674881,11.059
"3331","Slc25a45",5877808,5885766,7.958
"3332","Slc26a2",61192919,61211612,18.693
"3333","Slc29a2",5024006,5031971,7.965
"3334","Slc2a8",32972990,32982083,9.093
"3335","Slc35c2",165276554,165287869,11.315
"3336","Slc3a2",8706882,8723369,16.487
"3337","Slk",47579678,47645246,65.568
"3338","Smad2",76241580,76305731,64.151
"3339","Smad7",75367529,75395935,28.406
"3340","Smarca2",26605050,26778322,173.272
"3341","Smc3",53600398,53645833,45.435
"3342","Smndc1",53379214,53390573,11.359
"3343","Snhg1",8723475,8726443,2.968
"3344","Snrpd1",10617775,10642079,24.304
"3345","Snx2",53176365,53220860,44.495
"3346","Snx5",144250123,144270906,20.783
"3347","Sorbs1",40294753,40513779,219.026
"3348","Spint1",119237362,119249527,12.165
"3349","Sra1",36666681,36679366,12.685
"3350","Srp19",34330847,34336599,5.752
"3351","Ssna1",25271039,25272438,1.399
"3352","Sssca1",5728088,5731732,3.644
"3353","Stam2",52691664,52742281,50.617
"3354","Stau1",166947549,166996299,48.75
"3355","Stip1",7020696,7040026,19.33
"3356","Stx3",11775118,11819403,44.285
"3357","Stx5a",8741413,8756069,14.656
"3358","Stxbp1",32787602,32847245,59.643
"3359","Svil",4920540,5119299,198.759
"3360","Synpo",60593973,60660142,66.169
"3361","Sys1",164456964,164479638,22.674
"3362","Syt7",10389090,10453181,64.091
"3363","Tank",61578585,61654171,75.586
"3364","Tbr1",61802930,61814114,11.184
"3365","Tcerg1",42511510,42575551,64.041
"3366","Tcf4",69343356,69689079,345.723
"3367","Tcf7l2",55741810,55933654,191.844
"3368","Tcirg1",3896050,3907133,11.083
"3369","Tcof1",60813755,60848971,35.216
"3370","Tgm3",130012349,130050399,38.05
"3371","Tle4",14448072,14598051,149.979
"3372","Tm7sf2",6062821,6077197,14.376
"3373","Tm9sf3",41210842,41264004,53.162
"3374","Tmed7",46560235,46597535,37.3
"3375","Tmem109",10870660,10882001,11.341
"3376","Tmem134",4125934,4132307,6.373
"3377","Tmx2",84671316,84679140,7.824
"3378","Tnfaip8",49979427,50107173,127.746
"3379","Tnks2",36834232,36893477,59.245
"3380","Tomm34",164053540,164071169,17.629
"3381","Tor2a",32757234,32762244,5.01
"3382","Tpd52l2",181497142,181517966,20.824
"3383","Traf2",25517982,25546940,28.958
"3384","Traf6",101678429,101701669,23.24
"3385","Trpc4ap",155634271,155692384,58.113
"3386","Trpm7",126791565,126876230,84.665
"3387","Tubb6",67390717,67402748,12.031
"3388","Txnl1",63662801,63692359,29.558
"3389","Ube2c",164769898,164778822,8.924
"3390","Ube2e3",78868124,78921293,53.169
"3391","Ubr1",120860269,120970715,110.446
"3392","Ubxn1",8871559,8875663,4.104
"3393","Unc93b1",3935186,3949340,14.154
"3394","Urm1",29820075,29845002,24.927
"3395","Usmg5",47083471,47090625,7.154
"3396","Usp14",9993066,10045119,52.053
"3397","Vapb",173737511,173784336,46.825
"3398","Vegfb",6982473,6987651,5.178
"3399","Vldlr",27216484,27254231,37.747
"3400","Vps16",130424339,130444269,19.93
"3401","Vps37c",10688815,10714419,25.604
"3402","Vti1a",55316295,55627309,311.014
"3403","Wdr55",36760239,36763708,3.469
"3404","Wdr74",8735827,8740624,4.797
"3405","Xpnpep1",52943417,53040214,96.797
"3406","Yif1a",5088538,5092879,4.341
"3407","Yipf5",40204865,40219399,14.534
"3408","Ythdf1",180904377,180920949,16.572
"3409","Zdhhc16",41933480,41944104,10.624
"3410","Zdhhc6",55271291,55316032,44.741
"3411","Zfand5",21272278,21282289,10.011
"3412","Zfp532",65580230,65689443,109.213
"3413","Zfp64",168893331,168955587,62.256
"3414","Zfp91",12763660,12796126,32.466
"3415","Zswim1",164822686,164826871,4.185
"3416","1110008P14Rik",32377097,32381938,4.841
"3417","1110051M20Rik",91275068,91444704,169.636
"3418","1700037H04Rik",131146324,131160081,13.757
"3419","2410004B18Rik",145938014,145944829,6.815
"3420","2900097C17Rik",156388065,156392979,4.914
"3421","Abca2",25428703,25448540,19.837
"3422","Abi1",22940073,23040241,100.168
"3423","Acad9",36065979,36092853,26.874
"3424","Acot8",164792765,164804882,12.117
"3425","Acp2",91202885,91214098,11.213
"3426","Acp6",97158777,97177299,18.522
"3427","Acss1",150618105,150668500,50.395
"3428","Actc1",114047282,114053548,6.266
"3429","Acvr1",58388644,58567157,178.513
"3430","Ada",163726584,163750239,23.655
"3431","Adh5",138443093,138455499,12.406
"3432","Adrm1",180171485,180176286,4.801
"3433","Ahcy",155059310,155074497,15.187
"3434","Ak1",32621758,32635058,13.3
"3435","Alx4",93642384,93681339,38.955
"3436","Ambra1",91730134,91918849,188.715
"3437","Anapc1",128610104,128687391,77.287
"3438","Anp32e",95929246,95947390,18.144
"3439","Ap1ar",127807007,127837523,30.516
"3440","Apbb1ip",22774094,22875653,101.559
"3441","Aph1a",95893969,95898288,4.319
"3442","Api5",94411682,94438136,26.454
"3443","Apip",103073675,103092644,18.969
"3444","Aqr",114101170,114187024,85.854
"3445","Arfgap2",91264974,91276931,11.957
"3446","Arl5a",52397951,52424901,26.95
"3447","Asb6",30823097,30830333,7.236
"3448","Asxl1",153345829,153404007,58.178
"3449","Atf2",73816509,73892639,76.13
"3450","Atg13",91674618,91710576,35.958
"3451","Atp5c1",10056016,10080510,24.494
"3452","Atp9a",168634438,168742409,107.971
"3453","Aurka",172356190,172370535,14.345
"3454","B2m",122147686,122153083,5.397
"3455","B3galt1",67565871,68122689,556.818
"3456","BC005624",30972177,30982201,10.024
"3457","Blcap",157556362,157571274,14.912
"3458","Blvra",127070665,127097084,26.419
"3459","Bmi1",18677018,18686629,9.611
"3460","Bmp7",172868012,172940321,72.309
"3461","Bub1",127801122,127831865,30.743
"3462","Cacnb2",14603088,14987908,384.82
"3463","Calcrl",84330626,84425411,94.785
"3464","Camsap1",25926838,25983282,56.444
"3465","Capza1",104822779,104864505,41.726
"3466","Cat",103453849,103485160,31.311
"3467","Ccndbp1",121008403,121016904,8.501
"3468","Cd40",165055627,165072948,17.321
"3469","Cd44",102811141,102901665,90.524
"3470","Cd59a",104095801,104115354,19.553
"3471","Cd93",148436640,148443563,6.923
"3472","Cdan1",120716154,120850128,133.974
"3473","Cdc123",5794294,5845164,50.87
"3474","Cdca7",72476159,72486893,10.734
"3475","Cdh4",179442431,179899373,456.942
"3476","Cds2",132263148,132312050,48.902
"3477","Cebpb",167688915,167690418,1.503
"3478","Celf2",6539694,7509563,969.869
"3479","Celsr2",108390851,108415552,24.701
"3480","Cenpb",131175182,131180067,4.885
"3481","Cep250",155956458,155998900,42.442
"3482","Chchd5",129129700,129134134,4.434
"3483","Chgb",132781278,132795079,13.801
"3484","Chrm4",91927249,91928688,1.439
"3485","Ciao1",127240938,127247816,6.878
"3486","Ckap5",91526762,91620664,93.902
"3487","Ckmt1",121357714,121363737,6.023
"3488","Clic3",25456838,25458776,1.938
"3489","Clp1",84722104,84727350,5.246
"3490","Col11a1",114030540,114220718,190.178
"3491","Col5a1",27886425,28039514,153.089
"3492","Commd3",18672384,18676231,3.847
"3493","Commd7",153616933,153632781,15.848
"3494","Commd9",101886247,101901646,15.399
"3495","Coq4",29787493,29797935,10.442
"3496","Cpxm1",130390775,130397574,6.799
"3497","Crabp2",87948666,87953376,4.71
"3498","Crat",30400471,30415813,15.342
"3499","Cry2",92403646,92434043,30.397
"3500","Cst3",148871722,148875692,3.97
"3501","Cstf1",172370681,172382448,11.767
"3502","Cstf3",104590523,104665429,74.906
"3503","Ctnnd1",84600071,84650765,50.694
"3504","Ctsk",95499256,95509362,10.106
"3505","Ctsz",174427493,174439039,11.546
"3506","Cubn",13276338,13491813,215.475
"3507","Cwc22",77881159,77946375,65.216
"3508","Dab2ip",35558266,35730994,172.728
"3509","Dap3",88920803,88951181,30.378
"3510","Dkk2",132085292,132180304,95.012
"3511","Dlgap4",156613705,156764363,150.658
"3512","Dnajc1",18195654,18392830,197.176
"3513","Dnajc10",80315466,80354043,38.577
"3514","Dnajc17",119172500,119208795,36.295
"3515","Dnajc5",181520485,181555133,34.648
"3516","Dolpp1",30392254,30400529,8.275
"3517","Dpm1",168209048,168230591,21.543
"3518","Dpm2",32570858,32573579,2.721
"3519","Dpm3",89259358,89267079,7.721
"3520","Dpp4",62330073,62412231,82.158
"3521","Dpp7",25352276,25356359,4.083
"3522","Dtd1",144599897,144768758,168.861
"3523","Dusp19",80617045,80632361,15.316
"3524","Dusp2",127336159,127338376,2.217
"3525","Dut",125247190,125258608,11.418
"3526","Dync1i2",71211706,71263303,51.597
"3527","Dynlrb1",155236533,155250277,13.744
"3528","E2f1",154559407,154569892,10.485
"3529","E2f5",14578641,14606309,27.668
"3530","Edem2",155701677,155729475,27.798
"3531","Edf1",25557847,25562082,4.235
"3532","Efna1",89271733,89281142,9.409
"3533","Efna3",89313899,89322965,9.066
"3534","Efna4",89333390,89338028,4.638
"3535","Ehf",103263433,103303278,39.845
"3536","Eid1",125673095,125674785,1.69
"3537","Eif2ak4",118388618,118475234,86.616
"3538","Eif2s2",154871410,154892935,21.525
"3539","Eif3m",104999656,105017080,17.424
"3540","Eif6",155819832,155826925,7.093
"3541","Eng",32646595,32682669,36.074
"3542","Entpd6",150749042,150771675,22.633
"3543","Ergic3",156008045,156018279,10.234
"3544","Esf1",140119883,140170564,50.681
"3545","Etfdh",79603788,79629500,25.712
"3546","Ext2",93661028,93822568,161.54
"3547","F3",121723537,121735048,11.511
"3548","Fabp4",10204088,10208576,4.488
"3549","Fam102a",32535332,32569756,34.424
"3550","Fam107b",3570488,3782142,211.654
"3551","Fam110a",151969398,151980219,10.821
"3552","Fam171a1",3114224,3227806,113.582
"3553","Fam69b",26628457,26636497,8.04
"3554","Fbn1",125300594,125507993,207.399
"3555","Fbxo3",104027721,104063240,35.519
"3556","Fbxw2",34804514,34826311,21.797
"3557","Fbxw5",25500750,25505471,4.721
"3558","Fcna",25624666,25628030,3.364
"3559","Fgf2",37348346,37410108,61.762
"3560","Fgf7",126034658,126091185,56.527
"3561","Fkbp1a",151542483,151561692,19.209
"3562","Fkbp7",76663044,76673116,10.072
"3563","Fmn1",113327736,113716767,389.031
"3564","Fnbp1",31026206,31142008,115.802
"3565","Fnbp4",90745370,90781021,35.651
"3566","Fpgs",32682609,32704145,21.536
"3567","Frmd5",121545529,121807087,261.558
"3568","Frzb",80411970,80447625,35.655
"3569","Gad1",70553072,70602014,48.942
"3570","Galk2",125859109,125984299,125.19
"3571","Galnt3",66082766,66124994,42.228
"3572","Gar1",129824912,129831396,6.484
"3573","Gata3",9857078,9890034,32.956
"3574","Gatm",122594467,122611303,16.836
"3575","Gfi1b",28609450,28621982,12.532
"3576","Gfm1",67430096,67476529,46.433
"3577","Ggta1",35400179,35463231,63.052
"3578","Gipc2",152093533,152166230,72.697
"3579","Gle1",29935426,29960371,24.945
"3580","Glrb",80843599,80913660,70.061
"3581","Gm6793",112013433,112015036,1.603
"3582","Golph3l",95588934,95619247,30.313
"3583","Gorasp2",70661576,70712636,51.06
"3584","Gpcpd1",132529082,132587729,58.647
"3585","Gpd2",57237635,57370719,133.084
"3586","Gpsm1",26315515,26348237,32.722
"3587","Grem1",113746164,113758646,12.482
"3588","Gria2",80681450,80802835,121.385
"3589","Grin1",25291181,25319187,28.006
"3590","Gsn",35256380,35307892,51.512
"3591","Gstm5",107895821,107898686,2.865
"3592","Gtf3c4",28822299,28840360,18.061
"3593","Gyg",20122084,20155317,33.233
"3594","H13",152669461,152708670,39.209
"3595","H2afz",137864487,137866922,2.435
"3596","Hat1",71388958,71441622,52.664
"3597","Hck",153108468,153151441,42.973
"3598","Hist2h2aa1",96245497,96246082,0.585
"3599","Hnf4a",163506808,163572910,66.102
"3600","Hnrnpa3",75659261,75669407,10.146
"3601","Hoxd8",74704615,74707933,3.318
"3602","Hoxd9",74697727,74700208,2.481
"3603","Hspa14",3488850,3512814,23.964
"3604","Id1",152736251,152737410,1.159
"3605","Idh3b",130279309,130284547,5.238
"3606","Ifih1",62595798,62646255,50.457
"3607","Il15ra",11705290,11734317,29.027
"3608","Il1rn",24336853,24351494,14.641
"3609","Immp1l",105904638,105965558,60.92
"3610","Inpp5e",26396249,26409203,12.954
"3611","Ints3",90391388,90433622,42.234
"3612","Itch",155133509,155226855,93.346
"3613","Itga4",79255426,79333123,77.697
"3614","Itga6",71745616,71858416,112.8
"3615","Itga8",12106632,12301922,195.29
"3616","Itgav",83724397,83806916,82.519
"3617","Itih2",10094593,10131396,36.803
"3618","Itpa",130667610,130681614,14.004
"3619","Ivd",118861954,118882909,20.955
"3620","Kcna4",107290639,107298502,7.863
"3621","Kcnb1",167095969,167190155,94.186
"3622","Kcnd3",105452330,105674002,221.672
"3623","Kif16b",142617474,142901531,284.057
"3624","Krtcap2",89245966,89249906,3.94
"3625","Lama5",180176373,180225859,49.486
"3626","Lbp",158306493,158332852,26.359
"3627","Lin7c",109890853,109901003,10.15
"3628","Lmna",88480147,88509956,29.809
"3629","Lor",92080271,92083142,2.871
"3630","Lrba",86224680,86782692,558.012
"3631","Lrp2",69424340,69586065,161.725
"3632","Lrrc57",120604238,120609520,5.282
"3633","Lrrc8a",30237715,30263790,26.075
"3634","Macrod2",140395309,142392966,1997.657
"3635","Mafb",160363703,160367065,3.362
"3636","Man1b1",25332338,25352212,19.874
"3637","Map1lc3a",155276297,155278073,1.776
"3638","Mapk8ip1",92383676,92401263,17.587
"3639","Mapkbp1",119972699,120027408,54.709
"3640","Mapre1",153741274,153773310,32.036
"3641","March7",60209887,60250676,40.789
"3642","Mc3r",172248492,172251114,2.622
"3643","Mccc1",35959312,36000678,41.366
"3644","Mcm10",4989714,5012791,23.077
"3645","Mecom",29951296,30548008,596.712
"3646","Med22",26905262,26910677,5.415
"3647","Med27",29346819,29524793,177.974
"3648","Meig1",3409043,3422648,13.605
"3649","Metap1",138458956,138489515,30.559
"3650","Mfsd1",67582741,67604237,21.496
"3651","Mgst2",51660360,51682677,22.317
"3652","Mllt10",18055237,18212388,157.151
"3653","Mrpl41",24974117,24975098,0.981
"3654","Mrps26",130563742,130568695,4.953
"3655","Mrps5",127587222,127606829,19.607
"3656","Mtch2",90847155,90866810,19.655
"3657","Mtx2",74825803,74878431,52.628
"3658","Mybl2",163054687,163084688,30.001
"3659","Myl9",156775420,156781658,6.238
"3660","Nacc2",26055535,26123220,67.685
"3661","Napb",148693985,148732467,38.482
"3662","Ncaph",127103809,127133954,30.145
"3663","Nckap1",80500512,80581380,80.868
"3664","Ncoa3",165992636,166073242,80.606
"3665","Ncoa5",165000357,165034867,34.51
"3666","Ncoa6",155390656,155473894,83.238
"3667","Ncs1",31245823,31295989,50.166
"3668","Ndrg3",156927345,156992056,64.711
"3669","Ndufa8",36036326,36049406,13.08
"3670","Ndufaf1",119655446,119662827,7.381
"3671","Ndufs3",90894634,90904827,10.193
"3672","Nek6",38511643,38594606,82.963
"3673","Nespas",174281237,174295436,14.199
"3674","Neurod1",79452521,79456751,4.23
"3675","Nmi",51948487,51973494,25.007
"3676","Nmt2",3284212,3328877,44.665
"3677","Nnat",157560078,157562522,2.444
"3678","Nop10",112261926,112263269,1.343
"3679","Nop56",130274430,130279313,4.883
"3680","Notch1",26457903,26516663,58.76
"3681","Npdc1",25399351,25409494,10.143
"3682","Npepl1",174110349,174123070,12.721
"3683","Nphp1",127740732,127788897,48.165
"3684","Nr1h3",91184061,91202834,18.773
"3685","Nr4a2",57106830,57124003,17.173
"3686","Nras",103058285,103067914,9.629
"3687","Nudt5",5845019,5871895,26.876
"3688","Nup188",30286397,30344266,57.869
"3689","Nup35",80617236,80658906,41.67
"3690","Nusap1",119618298,119651244,32.946
"3691","Nxph2",23321246,23401973,80.727
"3692","Nxt1",148672601,148676027,3.426
"3693","Odf2",29889221,29931746,42.525
"3694","Otud7b",96104527,96161129,56.602
"3695","Oxt",130576173,130577054,0.881
"3696","Pax1",147361925,147393295,31.37
"3697","Pbx3",34171457,34373142,201.685
"3698","Pcna",132249162,132253314,4.152
"3699","Pde1a",79834453,80129458,295.005
"3700","Pde4dip",97689824,97888707,198.883
"3701","Pdia3",121413775,121438687,24.912
"3702","Pdk1",71873224,71903858,30.634
"3703","Pfkfb3",11471433,11554077,82.644
"3704","Phospho2",69789623,69800005,10.382
"3705","Phpt1",25573430,25575224,1.794
"3706","Phyh",4919019,4938730,19.711
"3707","Pias3",96696384,96706070,9.686
"3708","Pigt",164497520,164508301,10.781
"3709","Pigu",155278243,155357430,79.187
"3710","Pik3ca",32397671,32468486,70.815
"3711","Pip5k1a",95058530,95106930,48.4
"3712","Pkia",7366669,7445366,78.697
"3713","Pkig",163658386,163726158,67.772
"3714","Pkp4",59160850,59355208,194.358
"3715","Pla2g12a",129878606,129895825,17.219
"3716","Pla2g4f",120299957,120314165,14.208
"3717","Pla2r1",60417543,60553308,135.765
"3718","Plcg1",160731300,160775760,44.46
"3719","Plk4",40800019,40816883,16.864
"3720","Plk4",40700300,40717164,16.864
"3721","Plrg1",83055522,83072355,16.833
"3722","Pltp",164839518,164857711,18.193
"3723","Pmpca",26389339,26397122,7.783
"3724","Polr1b",129100995,129126594,25.599
"3725","Polr3k",181864337,181870830,6.493
"3726","Postn",54361109,54391037,29.928
"3727","Ppig",69722545,69754012,31.467
"3728","Ppp3ca",136670124,136937727,267.603
"3729","Ppp6c",39194354,39226451,32.097
"3730","Prnp",131909928,131938429,28.501
"3731","Procr",155751117,155755471,4.354
"3732","Prpf6",181591868,181655660,63.792
"3733","Prrx2",30834972,30881251,46.279
"3734","Prss12",123446913,123506597,59.684
"3735","Psmb7",38588036,38644087,56.051
"3736","Psmc3",91054009,91066369,12.36
"3737","Psmd14",61711694,61800376,88.682
"3738","Psmd5",34849734,34874968,25.234
"3739","Pter",12924041,13003455,79.414
"3740","Ptgds",25466709,25470046,3.337
"3741","Ptges",30889471,30929863,40.392
"3742","Ptges2",32395896,32405772,9.876
"3743","Ptgfrn",101040232,101110278,70.046
"3744","Ptgis",167191805,167240604,48.799
"3745","Ptgs1",36230426,36252272,21.846
"3746","Ptpn1",167932057,167979385,47.328
"3747","Ptpra",130450278,130556124,105.846
"3748","Ptprj",90429754,90580647,150.893
"3749","Ptrh1",32775786,32777597,1.811
"3750","Ptx3",66219910,66225805,5.895
"3751","Rab14",35180205,35201120,20.915
"3752","Rabggtb",153907287,153913009,5.722
"3753","Rad51",119112793,119147445,34.652
"3754","Rae1",173000117,173015739,15.622
"3755","Rasgrp1",117279993,117343001,63.008
"3756","Rassf2",131989415,132030258,40.843
"3757","Rbck1",152316334,152332653,16.319
"3758","Rbl1",157145893,157204534,58.641
"3759","Rbm38",173020498,173034734,14.236
"3760","Rbm39",156147239,156180238,32.999
"3761","Rbm8a",96629933,96633791,3.858
"3762","Rbms1",60750193,60963192,212.999
"3763","Rc3h2",37370069,37422903,52.834
"3764","Rcn1",105386291,105399319,13.028
"3765","Rnf208",25242255,25244262,2.007
"3766","Rpap1",119763304,119787537,24.233
"3767","Rpl22l1",28805436,28807424,1.988
"3768","Rpl7a",26910764,26913318,2.554
"3769","Rpn2",157279017,157326319,47.302
"3770","Rprd1b",158028497,158132297,103.8
"3771","Rsu1",13076821,13271415,194.594
"3772","Rxra",27676440,27762957,86.517
"3773","S100a11",93520488,93526287,5.799
"3774","Sall4",168748332,168767943,19.611
"3775","Samd10",181595218,181599212,3.994
"3776","Schip1",68064802,68626481,561.679
"3777","Scn3a",65457118,65567627,110.509
"3778","Scn7a",66673425,66784914,111.489
"3779","Scnm1",95129536,95134011,4.475
"3780","Sec23b",144556229,144590749,34.52
"3781","Sec61a2",5870987,5895432,24.445
"3782","Sema4a",88435959,88461182,25.223
"3783","Sema6d",124089969,124667770,577.801
"3784","Serf2",121449195,121458313,9.118
"3785","Serinc3",163623272,163645131,21.859
"3786","Serp1",58519817,58525892,6.075
"3787","Serping1",84765387,84775444,10.057
"3788","Set",30057378,30072577,15.199
"3789","Sh3glb1",144683678,144720335,36.657
